GEOID,NAME,pov_count,pov_se,snap,hu_sampled,pep,rrate
42095,"Northampton County, Pennsylvania",26577,1320.3647416413373," 32,625 ",8534,319091,86.8
42097,"Northumberland County, Pennsylvania",10671,654.7112462006079," 16,763 ",4804,90120,84.4
42099,"Perry County, Pennsylvania",3651,269.90881458966567," 4,612 ",3338,46083,84.3
42101,"Philadelphia County, Pennsylvania",338466,5787.841945288754," 474,962 ",30521,1550542,65.2
42103,"Pike County, Pennsylvania",5482,496.048632218845," 6,719 ",2708,61247,83.1
42105,"Potter County, Pennsylvania",1881,130.69908814589667," 2,422 ",3379,15999,87.7
42107,"Schuylkill County, Pennsylvania",17055,736.7781155015198," 23,611 ",7715,143786,85.1
42109,"Snyder County, Pennsylvania",3143,231.6109422492401," 3,502 ",2546,39717,92.8
42111,"Somerset County, Pennsylvania",7702,479.0273556231003," 10,722 ",5903,72197,91.4
42113,"Sullivan County, Pennsylvania",620,74.16413373860182,597,1566,5834,94.1
42115,"Susquehanna County, Pennsylvania",4146,220.06079027355622," 4,815 ",4648,38109,94.9
42117,"Tioga County, Pennsylvania",4766,280.24316109422494," 6,082 ",4125,40840,93
42119,"Union County, Pennsylvania",3290,328.8753799392097," 3,400 ",1745,42042,95.8
42121,"Venango County, Pennsylvania",6290,383.5866261398176," 9,191 ",4275,49431,94.1
42123,"Warren County, Pennsylvania",4271,302.7355623100304," 5,844 ",3754,37572,87.2
42125,"Washington County, Pennsylvania",19123,780.5471124620061," 26,989 ",8770,210232,90.4
42127,"Wayne County, Pennsylvania",5845,475.9878419452887," 6,268 ",3639,51262,89
42129,"Westmoreland County, Pennsylvania",34698,1206.079027355623," 44,664 ",13487,351163,84.1
42131,"Wyoming County, Pennsylvania",2871,192.70516717325228," 3,716 ",2418,25902,92.3
42133,"York County, Pennsylvania",38560,1333.1306990881458," 54,195 ",13395,464640,83.6
44001,"Bristol County, Rhode Island",3189,374.468085106383," 2,648 ",1391,50255,86.2
44003,"Kent County, Rhode Island",12500,947.7203647416413," 16,135 ",4009,171278,85
44005,"Newport County, Rhode Island",7027,593.3130699088146," 6,029 ",2450,83832,88.6
44007,"Providence County, Rhode Island",82273,2471.12462006079," 109,988 ",13164,660615,74.7
44009,"Washington County, Rhode Island",9901,677.2036474164133," 7,469 ",3888,129982,88.6
45001,"Abbeville County, South Carolina",3318,398.17629179331306," 3,426 ",809,24434,93.4
45003,"Aiken County, South Carolina",23440,1164.1337386018238," 22,477 ",4041,177130,85.3
45005,"Allendale County, South Carolina",1824,274.7720364741641," 2,241 ",245,7369,85.4
45007,"Anderson County, South Carolina",29358,1236.4741641337387," 25,205 ",4892,213076,82.4
45009,"Bamberg County, South Carolina",2676,373.86018237082067," 3,203 ",475,12974,92
45011,"Barnwell County, South Carolina",5750,416.4133738601824," 5,194 ",746,20447,83.2
45013,"Beaufort County, South Carolina",19494,1415.80547112462," 11,129 ",5392,198979,86.3
45015,"Berkeley County, South Carolina",24152,1317.3252279635258," 20,598 ",5542,255217,79.8
45017,"Calhoun County, South Carolina",2267,337.9939209726444," 2,268 ",440,14186,75.8
45019,"Charleston County, South Carolina",47041,1968.3890577507598," 33,488 ",10774,424367,84.5
45021,"Cherokee County, South Carolina",10191,704.5592705167173," 9,424 ",1385,56714,75.8
45023,"Chester County, South Carolina",6177,525.2279635258359," 6,570 ",1112,32226,86.4
45025,"Chesterfield County, South Carolina",8685,729.483282674772," 8,212 ",1504,44031,85.6
45027,"Clarendon County, South Carolina",5501,446.8085106382979," 6,659 ",1282,31004,89.8
45029,"Colleton County, South Carolina",7055,586.6261398176292," 7,864 ",1436,38874,85.3
45031,"Darlington County, South Carolina",12500,824.3161094224924," 13,648 ",1637,62416,86.1
45033,"Dillon County, South Carolina",8057,590.8814589665653," 8,050 ",1070,27698,86.4
45035,"Dorchester County, South Carolina",18643,1196.9604863221884," 14,781 ",3301,169833,84.3
45037,"Edgefield County, South Carolina",4003,400.60790273556233," 3,490 ",838,27607,85.9
45039,"Fairfield County, South Carolina",3460,341.03343465045594," 4,439 ",680,20422,82.8
45041,"Florence County, South Carolina",24483,1156.2310030395136," 25,145 ",3588,137214,85.3
45043,"Georgetown County, South Carolina",9157,775.0759878419453," 8,317 ",2078,65731,85.5
45045,"Greenville County, South Carolina",57760,2079.0273556231004," 45,798 ",12909,558036,83.3
45047,"Greenwood County, South Carolina",11306,801.8237082066869," 11,071 ",1902,69460,91.5
45049,"Hampton County, South Carolina",3597,400.60790273556233," 3,954 ",690,18122,83.4
45051,"Horry County, South Carolina",46454,1778.723404255319," 35,549 ",11064,397478,89.9
45053,"Jasper County, South Carolina",5338,567.1732522796352," 4,581 ",593,33544,83.4
45055,"Kershaw County, South Carolina",9358,733.7386018237082," 8,927 ",1759,69905,85.6
45057,"Lancaster County, South Carolina",12160,1041.337386018237," 10,445 ",2064,108215,87.9
45059,"Laurens County, South Carolina",11621,875.9878419452888," 10,567 ",2004,68873,85.9
45061,"Lee County, South Carolina",3525,384.8024316109422," 4,128 ",613,15967,90.7
45063,"Lexington County, South Carolina",34010,1500.303951367781," 30,188 ",9068,309528,84.9
45065,"McCormick County, South Carolina",1572,218.8449848024316," 1,242 ",501,9941,95.5
45067,"Marion County, South Carolina",7807,575.6838905775076," 7,962 ",769,28508,87.9
45069,"Marlboro County, South Carolina",6241,444.98480243161094," 6,209 ",982,25704,84.1
45071,"Newberry County, South Carolina",5893,508.8145896656535," 5,637 ",1220,38825,86.6
45073,"Oconee County, South Carolina",12905,675.9878419452888," 8,275 ",2233,81221,88.9
45075,"Orangeburg County, South Carolina",19137,889.3617021276596," 18,573 ",2933,82820,82.6
45077,"Pickens County, South Carolina",21473,972.644376899696," 10,672 ",3497,135495,86.9
45079,"Richland County, South Carolina",65996,2255.9270516717324," 52,322 ",9342,425138,86.5
45081,"Saluda County, South Carolina",3630,359.87841945288756," 2,738 ",681,19123,86.8
45083,"Spartanburg County, South Carolina",47882,1779.3313069908813," 39,298 ",8377,356698,86.8
45085,"Sumter County, South Carolina",16710,992.7051671732522," 19,768 ",2456,104165,84.1
45087,"Union County, South Carolina",6037,473.5562310030395," 5,110 ",1076,26629,87.5
45089,"Williamsburg County, South Carolina",6833,617.629179331307," 7,671 ",1043,29891,85.7
45091,"York County, South Carolina",25243,1260.1823708206687," 22,599 ",6192,298320,86.9
46003,"Aurora County, South Dakota",209,38.297872340425535,84,355,2782,92.7
46005,"Beadle County, South Dakota",2609,354.4072948328267," 2,223 ",806,19591,82.8
46007,"Bennett County, South Dakota",1058,204.86322188449847,868,210,3305,54.3
46009,"Bon Homme County, South Dakota",645,136.17021276595744,332,610,7065,89.2
46011,"Brookings County, South Dakota",4078,404.25531914893617," 1,269 ",1279,35980,96.1
46013,"Brown County, South Dakota",3914,366.56534954407294," 2,522 ",1369,37733,84.3
46015,"Brule County, South Dakota",537,119.75683890577507,358,383,5311,92.4
46017,"Buffalo County, South Dakota",568,88.14589665653496,723,86,1884,80
46019,"Butte County, South Dakota",749,133.1306990881459,910,367,10863,85.9
46021,"Campbell County, South Dakota",125,27.96352583586626,53,214,1340,85.1
46023,"Charles Mix County, South Dakota",2045,207.29483282674772," 1,553 ",872,9240,84.4
46025,"Clark County, South Dakota",416,86.32218844984803,105,297,3948,92.4
46027,"Clay County, South Dakota",2515,260.18237082066867," 1,012 ",448,15431,82.9
46029,"Codington County, South Dakota",2867,289.36170212765956," 1,719 ",1064,28971,96.7
46031,"Corson County, South Dakota",1731,88.75379939209726," 1,334 ",442,3782,73.7
46033,"Custer County, South Dakota",564,132.52279635258358,325,470,9117,93.9
46035,"Davison County, South Dakota",2376,271.1246200607903," 1,573 ",679,19922,91.9
46037,"Day County, South Dakota",747,90.5775075987842,387,658,5451,90.7
46039,"Deuel County, South Dakota",288,57.75075987841945,135,452,4354,96.9
46041,"Dewey County, South Dakota",1661,155.01519756838906," 1,692 ",404,5208,68.6
46043,"Douglas County, South Dakota",371,101.51975683890578,53,316,2838,90.1
46045,"Edmunds County, South Dakota",332,74.77203647416414,130,384,4057,82
46047,"Fall River County, South Dakota",1365,155.01519756838906,500,374,7393,89.3
46049,"Faulk County, South Dakota",529,82.06686930091185,69,240,2151,80
46051,"Grant County, South Dakota",822,158.0547112462006,306,460,7553,94.7
46053,"Gregory County, South Dakota",434,55.92705167173252,262,514,4018,89.9
46055,"Haakon County, South Dakota",136,41.33738601823708,72,98,1851,68.7
46057,"Hamlin County, South Dakota",402,103.95136778115501,202,669,6451,96.5
46059,"Hand County, South Dakota",198,50.45592705167173,66,301,3107,90.4
46061,"Hanson County, South Dakota",215,63.829787234042556,71,309,3471,87.1
46063,"Harding County, South Dakota",60,20.06079027355623,34,160,1324,96.6
46065,"Hughes County, South Dakota",1543,259.5744680851064," 1,420 ",497,17624,92.1
46067,"Hutchinson County, South Dakota",708,141.03343465045592,294,667,7394,90
46069,"Hyde County, South Dakota",103,26.13981762917933,40,105,1186,86.6
46071,"Jackson County, South Dakota",1031,189.05775075987842,657,167,2776,69
46073,"Jerauld County, South Dakota",188,44.37689969604863,51,208,1660,94.5
46075,"Jones County, South Dakota",162,51.06382978723404,31,101,855,84.2
46077,"Kingsbury County, South Dakota",496,71.73252279635258,166,671,5276,90
46079,"Lake County, South Dakota",985,152.5835866261398,494,638,11031,88
46081,"Lawrence County, South Dakota",3028,421.88449848024317," 1,405 ",942,28053,86.3
46083,"Lincoln County, South Dakota",3902,497.2644376899696," 1,235 ",1678,73238,89.8
46085,"Lyman County, South Dakota",904,95.44072948328268,611,317,3705,85.5
46087,"McCook County, South Dakota",413,80.85106382978724,198,580,5809,83.5
46089,"McPherson County, South Dakota",269,49.24012158054711,82,271,2334,80.7
46091,"Marshall County, South Dakota",333,63.829787234042556,158,385,4390,86.7
46093,"Meade County, South Dakota",2241,291.79331306990883,965,823,30954,85.4
46095,"Mellette County, South Dakota",898,136.17021276595744,572,145,1851,68.7
46097,"Miner County, South Dakota",229,48.6322188449848,85,225,2280,86.9
46099,"Minnehaha County, South Dakota",17316,1022.4924012158054," 14,515 ",5751,206930,88.6
46101,"Moody County, South Dakota",623,86.32218844984803,248,596,6450,84.1
46102,"Oglala Lakota County, South Dakota",7039,579.3313069908814," 5,794 ",198,13434,48.9
46103,"Pennington County, South Dakota",13073,727.6595744680851," 9,781 ",3042,115903,86.6
46105,"Perkins County, South Dakota",354,62.61398176291793,89,392,2834,91.5
46107,"Potter County, South Dakota",180,59.57446808510638,50,401,2413,83.8
46109,"Roberts County, South Dakota",1728,170.2127659574468," 1,556 ",1104,10206,86.4
46111,"Sanborn County, South Dakota",263,42.5531914893617,85,309,2399,93.6
46115,"Spink County, South Dakota",571,105.16717325227964,228,588,6166,88.6
46117,"Stanley County, South Dakota",62,30.3951367781155,93,123,3043,90.1
46119,"Sully County, South Dakota",117,23.70820668693009,16,184,1494,91.9
46121,"Todd County, South Dakota",4478,302.7355623100304," 4,563 ",384,9199,67.5
46123,"Tripp County, South Dakota",1013,130.69908814589667,596,285,5621,89.3
46125,"Turner County, South Dakota",728,90.5775075987842,394,871,9027,86
46127,"Union County, South Dakota",1218,207.29483282674772,490,703,17183,88.5
46129,"Walworth County, South Dakota",791,159.87841945288753,496,411,5269,81.8
46135,"Yankton County, South Dakota",2037,207.29483282674772," 1,633 ",826,23517,83.9
46137,"Ziebach County, South Dakota",921,74.77203647416414," 1,031 ",274,2322,71.9
47001,"Anderson County, Tennessee",11370,848.0243161094224," 9,218 ",2215,80234,87
47003,"Bedford County, Tennessee",6862,665.6534954407294," 6,692 ",1094,53055,80.7
47005,"Benton County, Tennessee",2920,348.32826747720367," 2,552 ",665,16103,89.6
47007,"Bledsoe County, Tennessee",3427,426.13981762917933," 2,345 ",427,15060,90.3
47009,"Blount County, Tennessee",12046,792.09726443769," 9,835 ",3720,141456,94.3
47011,"Bradley County, Tennessee",13994,909.4224924012158," 12,412 ",2324,111579,86.1
47013,"Campbell County, Tennessee",7447,545.8966565349544," 7,803 ",1374,40223,92.1
47015,"Cannon County, Tennessee",2397,316.1094224924012," 1,830 ",495,15063,87.9
47017,"Carroll County, Tennessee",4508,432.21884498480244," 3,856 ",1236,28860,87
47019,"Carter County, Tennessee",9851,567.1732522796352," 7,263 ",1929,57022,86
47021,"Cheatham County, Tennessee",3330,502.7355623100304," 3,025 ",1135,42254,80.2
47023,"Chester County, Tennessee",2517,339.8176291793313," 2,205 ",436,17606,90.7
47025,"Claiborne County, Tennessee",5599,532.5227963525836," 5,073 ",1017,32654,91.6
47027,"Clay County, Tennessee",1639,217.02127659574467," 1,374 ",281,7714,87.1
47029,"Cocke County, Tennessee",7275,600," 7,101 ",922,37404,83.6
47031,"Coffee County, Tennessee",9391,826.7477203647417," 7,738 ",1420,60633,90.9
47033,"Crockett County, Tennessee",2028,231.6109422492401," 1,885 ",749,13982,88.5
47035,"Cumberland County, Tennessee",8307,703.951367781155," 6,919 ",1941,64760,89.4
47037,"Davidson County, Tennessee",95838,2428.5714285714284," 68,951 ",16474,712334,79.3
47039,"Decatur County, Tennessee",2442,323.40425531914894," 1,621 ",618,11656,86.8
47041,"DeKalb County, Tennessee",4323,465.04559270516717," 2,920 ",709,21225,88.2
47043,"Dickson County, Tennessee",5375,575.0759878419453," 5,194 ",1434,56729,82.2
47045,"Dyer County, Tennessee",6454,541.6413373860182," 6,595 ",889,36498,89.2
47047,"Fayette County, Tennessee",4564,410.3343465045593," 4,300 ",1574,44175,92.1
47049,"Fentress County, Tennessee",3873,430.3951367781155," 3,610 ",548,19696,83.6
47051,"Franklin County, Tennessee",5230,536.7781155015198," 4,269 ",1451,44654,91.6
47053,"Gibson County, Tennessee",6644,578.7234042553191," 6,958 ",1525,51045,90.9
47055,"Giles County, Tennessee",4232,431.6109422492401," 3,548 ",1047,30721,82.4
47057,"Grainger County, Tennessee",3884,385.41033434650456," 3,251 ",798,24681,92.6
47059,"Greene County, Tennessee",10458,753.1914893617021," 7,830 ",1898,72577,87.1
47061,"Grundy County, Tennessee",2569,242.5531914893617," 2,942 ",673,13955,82.9
47063,"Hamblen County, Tennessee",10970,803.0395136778116," 8,116 ",1250,66216,88
47065,"Hamilton County, Tennessee",45380,1389.6656534954407," 38,976 ",9398,379864,87.3
47067,"Hancock County, Tennessee",2078,237.68996960486322," 1,864 ",344,6956,90.3
47069,"Hardeman County, Tennessee",3789,393.3130699088146," 3,245 ",918,25567,92.8
47071,"Hardin County, Tennessee",5508,481.45896656534956," 4,295 ",1026,27229,89.1
47073,"Hawkins County, Tennessee",9725,797.5683890577508," 7,866 ",1713,58600,92
47075,"Haywood County, Tennessee",3968,336.17021276595744," 3,843 ",593,17328,90.6
47077,"Henderson County, Tennessee",4616,505.1671732522796," 4,008 ",829,28070,82.3
47079,"Henry County, Tennessee",5824,469.30091185410333," 4,650 ",1257,32554,90.4
47081,"Hickman County, Tennessee",3330,434.65045592705167," 3,256 ",670,25826,82.1
47083,"Houston County, Tennessee",1106,142.85714285714286," 1,137 ",430,8393,76.4
47085,"Humphreys County, Tennessee",2548,379.33130699088144," 2,009 ",672,19209,80.2
47087,"Jackson County, Tennessee",2412,270.51671732522794," 1,836 ",474,12363,91.7
47089,"Jefferson County, Tennessee",6229,713.0699088145897," 5,780 ",1481,57838,91.6
47091,"Johnson County, Tennessee",3583,404.25531914893617," 2,697 ",557,18375,88.9
47093,"Knox County, Tennessee",58146,1742.857142857143," 41,450 ",12784,500669,90.1
47095,"Lake County, Tennessee",1453,185.41033434650456," 1,510 ",255,6347,88.2
47097,"Lauderdale County, Tennessee",4252,321.580547112462," 4,926 ",921,24610,89.4
47099,"Lawrence County, Tennessee",6748,601.8237082066869," 5,431 ",1472,46114,84.3
47101,"Lewis County, Tennessee",1986,417.02127659574467," 1,778 ",212,13066,78.1
47103,"Lincoln County, Tennessee",4359,510.63829787234044," 4,173 ",1044,36169,89.6
47105,"Loudon County, Tennessee",7159,696.048632218845," 3,882 ",1466,60591,93.7
47107,"McMinn County, Tennessee",7011,555.6231003039513," 7,149 ",1609,55678,90.3
47109,"McNairy County, Tennessee",4114,441.9452887537994," 3,753 ",1263,26163,93
47111,"Macon County, Tennessee",3871,477.81155015197567," 4,195 ",548,26793,83.6
47113,"Madison County, Tennessee",17648,993.3130699088146," 14,422 ",2680,99193,87.7
47115,"Marion County, Tennessee",4854,590.8814589665653," 4,161 ",1087,29382,86.1
47117,"Marshall County, Tennessee",4943,528.2674772036474," 3,301 ",917,36961,80.3
47119,"Maury County, Tennessee",10294,862.0060790273557," 8,625 ",2045,110760,86.8
47121,"Meigs County, Tennessee",1853,243.76899696048633," 2,133 ",471,13691,85.3
47123,"Monroe County, Tennessee",7366,635.8662613981763," 6,109 ",1296,48594,91
47125,"Montgomery County, Tennessee",25939,1276.595744680851," 21,430 ",3991,239872,73.2
47127,"Moore County, Tennessee",732,183.58662613981764,421,216,6748,93.3
47129,"Morgan County, Tennessee",3544,432.8267477203647," 2,847 ",646,21573,85.2
47131,"Obion County, Tennessee",5121,383.5866261398176," 4,503 ",1458,30411,90.9
47133,"Overton County, Tennessee",4048,434.65045592705167," 2,731 ",841,23327,88.6
47135,"Perry County, Tennessee",1483,294.22492401215806," 1,211 ",350,8891,79.2
47137,"Pickett County, Tennessee",1292,216.41337386018236,742,288,5128,93.2
47139,"Polk County, Tennessee",2314,230.3951367781155," 2,247 ",699,18033,91.2
47141,"Putnam County, Tennessee",13172,790.273556231003," 8,312 ",2048,83844,87.4
47143,"Rhea County, Tennessee",4998,531.306990881459," 5,207 ",779,33924,88
47145,"Roane County, Tennessee",6854,662.6139817629179," 6,183 ",1311,56096,87.7
47147,"Robertson County, Tennessee",7503,634.0425531914893," 6,180 ",1955,76776,85.3
47149,"Rutherford County, Tennessee",31796,1776.29179331307," 23,216 ",5840,367101,77.9
47151,"Scott County, Tennessee",5338,471.1246200607903," 5,040 ",772,22171,91.6
47153,"Sequatchie County, Tennessee",3812,441.9452887537994," 2,612 ",415,17161,82.2
47155,"Sevier County, Tennessee",13285,1019.4528875379939," 7,804 ",2957,99415,92.6
47157,"Shelby County, Tennessee",158883,4131.306990881459," 173,305 ",20278,910042,78.5
47159,"Smith County, Tennessee",2656,364.741641337386," 2,157 ",771,20538,84.8
47161,"Stewart County, Tennessee",1648,270.51671732522794," 1,397 ",556,14222,78.3
47163,"Sullivan County, Tennessee",23495,1145.8966565349544," 19,043 ",4749,162135,92.8
47165,"Sumner County, Tennessee",17768,1037.082066869301," 12,767 ",4525,207994,83.1
47167,"Tipton County, Tennessee",7004,550.7598784194529," 7,508 ",1692,62015,91.6
47169,"Trousdale County, Tennessee",953,195.13677811550153," 1,144 ",147,12271,87.2
47171,"Unicoi County, Tennessee",2461,333.1306990881459," 2,148 ",459,17756,87.1
47173,"Union County, Tennessee",2773,418.2370820668693," 3,097 ",725,20741,93.8
47175,"Van Buren County, Tennessee",843,137.38601823708206,758,296,6493,91.5
47177,"Warren County, Tennessee",6286,460.790273556231," 6,302 ",1157,42638,90
47179,"Washington County, Tennessee",20590,1020.0607902735562," 13,050 ",3054,138420,89.4
47181,"Wayne County, Tennessee",2669,346.5045592705167," 1,824 ",581,16066,80.4
47183,"Weakley County, Tennessee",5945,429.1793313069909," 3,925 ",1209,33084,88.2
47185,"White County, Tennessee",4038,434.65045592705167," 3,696 ",722,28692,86.6
47187,"Williamson County, Tennessee",11423,922.1884498480243," 3,462 ",5017,264460,87.3
47189,"Wilson County, Tennessee",11509,968.3890577507599," 8,115 ",3052,163674,85.9
48001,"Anderson County, Texas",7975,758.0547112462006," 6,576 ",1252,57736,79.5
48003,"Andrews County, Texas",2613,491.1854103343465," 1,643 ",305,18664,67.3
48005,"Angelina County, Texas",13707,931.9148936170212," 14,097 ",1950,87319,80.4
48007,"Aransas County, Texas",4513,583.5866261398177," 3,287 ",649,25374,54.8
48009,"Archer County, Texas",1015,161.09422492401217,557,466,9029,77.9
48011,"Armstrong County, Texas",106,31.003039513677813,102,159,1832,95.1
48013,"Atascosa County, Texas",7924,722.7963525835867," 9,271 ",890,51784,75.9
48015,"Austin County, Texas",4408,486.322188449848," 2,706 ",911,31677,77.8
48017,"Bailey County, Texas",927,254.10334346504558,907,137,6672,85.8
48019,"Bandera County, Texas",3423,393.3130699088146," 1,805 ",659,22637,79.7
48021,"Bastrop County, Texas",12335,1299.696048632219," 10,344 ",1454,110778,64.6
48023,"Baylor County, Texas",705,148.32826747720364,499,132,3463,82.5
48025,"Bee County, Texas",4039,503.3434650455927," 5,199 ",588,30850,79.1
48027,"Bell County, Texas",53935,2073.5562310030396," 49,936 ",7679,393193,80.4
48029,"Bexar County, Texas",294002,5059.574468085107," 275,087 ",37503,2087679,82.8
48031,"Blanco County, Texas",1031,207.90273556231003,533,474,13048,81
48033,"Borden County, Texas",35,17.02127659574468,44,75,572,73.8
48035,"Bosque County, Texas",1657,233.43465045592706," 1,919 ",1127,18996,79.7
48037,"Bowie County, Texas",14112,834.0425531914893," 14,331 ",2577,91687,84.7
48039,"Brazoria County, Texas",27057,1343.465045592705," 33,700 ",6809,398938,77.3
48041,"Brazos County, Texas",52536,1621.276595744681," 19,303 ",5004,244703,84.3
48043,"Brewster County, Texas",767,153.19148936170214,705,283,9513,56.1
48045,"Briscoe County, Texas",187,46.808510638297875,122,188,1445,84.1
48047,"Brooks County, Texas",2011,396.3525835866261," 2,377 ",193,6848,76.8
48049,"Brown County, Texas",5294,486.93009118541033," 4,748 ",1601,38709,93.1
48051,"Burleson County, Texas",2290,344.6808510638298," 2,376 ",596,19475,67.9
48053,"Burnet County, Texas",3988,364.741641337386," 3,254 ",1602,53991,85
48055,"Caldwell County, Texas",6238,821.8844984802431," 5,648 ",902,49859,70.1
48057,"Calhoun County, Texas",1717,284.4984802431611," 2,668 ",499,19696,55.1
48059,"Callahan County, Texas",1394,209.72644376899694," 1,567 ",572,14374,92.7
48061,"Cameron County, Texas",102583,2641.337386018237," 103,235 ",8347,426710,77.5
48063,"Camp County, Texas",2826,383.5866261398176," 2,048 ",334,13000,87.6
48065,"Carson County, Texas",415,115.5015197568389,358,323,5878,91.9
48067,"Cass County, Texas",4863,412.1580547112462," 4,887 ",1227,28659,87.2
48069,"Castro County, Texas",1010,145.28875379939208,866,263,7227,71.9
48071,"Chambers County, Texas",6381,900.9118541033434," 3,963 ",700,53876,76.3
48073,"Cherokee County, Texas",8578,698.4802431610942," 7,707 ",1319,52217,82.9
48075,"Childress County, Texas",525,165.95744680851064,775,76,6788,90.6
48077,"Clay County, Texas",1072,119.14893617021276,935,692,10738,88.7
48079,"Cochran County, Texas",667,102.12765957446808,484,259,2509,89.8
48081,"Coke County, Texas",449,97.87234042553192,322,295,3352,64.9
48083,"Coleman County, Texas",1154,279.0273556231003," 1,116 ",507,7842,95.3
48085,"Collin County, Texas",69846,2804.8632218844987," 40,869 ",21548,1195359,83.7
48087,"Collingsworth County, Texas",698,122.18844984802432,399,186,2563,91.3
48089,"Colorado County, Texas",2140,310.0303951367781," 2,288 ",535,21117,75.5
48091,"Comal County, Texas",11144,973.2522796352583," 8,652 ",3258,193928,78.2
48093,"Comanche County, Texas",1919,268.0851063829787," 1,597 ",636,14050,89
48095,"Concho County, Texas",323,84.4984802431611,310,254,3297,88.1
48097,"Cooke County, Texas",5872,566.5653495440729," 3,859 ",1375,43782,72.9
48099,"Coryell County, Texas",6650,587.8419452887538," 8,240 ",1955,84878,81.8
48101,"Cottle County, Texas",296,68.69300911854103,210,112,1294,91.4
48103,"Crane County, Texas",368,137.38601823708206,449,59,4574,61.5
48105,"Crockett County, Texas",92,52.88753799392097,308,44,2858,68.1
48107,"Crosby County, Texas",1097,134.95440729483283," 1,176 ",354,4917,82.4
48109,"Culberson County, Texas",383,156.838905775076,406,73,2196,48.2
48111,"Dallam County, Texas",692,202.43161094224925,472,204,7237,63.3
48113,"Dallas County, Texas",359950,6367.781155015197," 316,124 ",50255,2606358,73
48115,"Dawson County, Texas",1863,258.96656534954406," 1,914 ",397,12004,79.5
48117,"Deaf Smith County, Texas",2883,478.419452887538," 2,522 ",406,18347,75.2
48119,"Delta County, Texas",740,106.38297872340425,732,226,5520,86.8
48121,"Denton County, Texas",65649,2573.252279635258," 40,904 ",18687,1007703,80.9
48123,"DeWitt County, Texas",2855,300.30395136778117," 3,079 ",823,19929,86.3
48125,"Dickens County, Texas",229,54.10334346504559,210,203,1711,86.7
48127,"Dimmit County, Texas",3758,417.02127659574467," 2,650 ",225,8257,76.3
48129,"Donley County, Texas",241,58.96656534954407,329,291,3214,96.3
48131,"Duval County, Texas",2663,421.88449848024317," 3,124 ",296,9604,81
48133,"Eastland County, Texas",2485,331.30699088145894," 2,441 ",839,18037,89.7
48135,"Ector County, Texas",24626,1911.2462006079027," 20,496 ",2359,164494,61.9
48137,"Edwards County, Texas",343,103.34346504559271,279,122,1393,58.4
48139,"Ellis County, Texas",16372,1038.2978723404256," 15,547 ",3993,222829,79.2
48141,"El Paso County, Texas",160998,4345.288753799392," 145,850 ",15369,869880,80.9
48143,"Erath County, Texas",6435,556.2310030395137," 3,238 ",1180,44195,66.9
48145,"Falls County, Texas",2198,284.4984802431611," 2,836 ",594,17286,56.4
48147,"Fannin County, Texas",4753,385.41033434650456," 3,332 ",1548,37571,82.8
48149,"Fayette County, Texas",2151,283.8905775075988," 1,798 ",1179,25474,81.5
48151,"Fisher County, Texas",374,68.69300911854103,407,322,3612,78
48153,"Floyd County, Texas",947,162.31003039513678," 1,074 ",295,5090,84
48155,"Foard County, Texas",214,51.671732522796354,121,117,1079,89.3
48157,"Fort Bend County, Texas",61205,3082.674772036474," 56,706 ",10948,916778,79
48159,"Franklin County, Texas",1153,234.65045592705167," 1,219 ",330,10735,85.6
48161,"Freestone County, Texas",2631,371.42857142857144," 2,367 ",803,20441,87.4
48163,"Frio County, Texas",2835,432.21884498480244," 3,749 ",286,17987,70.6
48165,"Gaines County, Texas",1603,371.42857142857144," 1,748 ",266,22523,63.7
48167,"Galveston County, Texas",38925,1603.0395136778116," 35,352 ",8293,361744,80
48169,"Garza County, Texas",569,153.19148936170214,589,147,4517,84.7
48171,"Gillespie County, Texas",2549,359.87841945288756," 1,086 ",797,27733,88.1
48173,"Glasscock County, Texas",91,40.72948328267477,32,98,1141,53.6
48175,"Goliad County, Texas",645,118.54103343465046,788,285,7144,83.7
48177,"Gonzales County, Texas",2828,317.32522796352583," 3,094 ",574,19930,70
48179,"Gray County, Texas",3162,350.7598784194529," 3,053 ",851,20916,89.2
48181,"Grayson County, Texas",15280,826.1398176291793," 13,589 ",3613,146907,83
48183,"Gregg County, Texas",20595,1339.8176291793313," 17,795 ",2749,126243,88.2
48185,"Grimes County, Texas",3563,412.7659574468085," 3,764 ",799,32384,79.6
48187,"Guadalupe County, Texas",15510,1190.8814589665653," 13,250 ",3598,188454,78
48189,"Hale County, Texas",5731,625.531914893617," 5,156 ",895,31761,80.6
48191,"Hall County, Texas",455,87.53799392097264,527,293,2818,90.5
48193,"Hamilton County, Texas",1489,203.03951367781156,794,428,8619,89.1
48195,"Hansford County, Texas",396,110.03039513677811,314,195,5071,71.9
48197,"Hardeman County, Texas",445,100.30395136778115,494,258,3490,93.2
48199,"Hardin County, Texas",6955,751.3677811550152," 6,468 ",1245,58261,83.3
48201,"Harris County, Texas",749481,9660.182370820668," 623,573 ",78073,4835125,72.3
48203,"Harrison County, Texas",11691,911.854103343465," 9,570 ",1432,70895,77.7
48205,"Hartley County, Texas",263,85.1063829787234,137,164,5145,71.8
48207,"Haskell County, Texas",726,88.14589665653496,811,431,5385,83
48209,"Hays County, Texas",29858,1415.80547112462," 13,945 ",4084,280486,72.7
48211,"Hemphill County, Texas",113,55.92705167173252,189,167,3189,85.2
